image_id,file_name,file_path,original_file_name,original_path,original_extension,split,label_id,disease_type,verification_status,severity
DLDD_TRAIN_000022,DLDD_TRAIN_000022.jpg,algal/DLDD_TRAIN_000022.jpg,Leaf_Algal_144.jpg,algal/Leaf_Algal_144.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000023,DLDD_TRAIN_000023.jpg,algal/DLDD_TRAIN_000023.jpg,Leaf_Algal_145.jpg,algal/Leaf_Algal_145.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000024,DLDD_TRAIN_000024.jpg,algal/DLDD_TRAIN_000024.jpg,Leaf_Algal_146.jpg,algal/Leaf_Algal_146.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000025,DLDD_TRAIN_000025.jpg,algal/DLDD_TRAIN_000025.jpg,Leaf_Algal_147.jpg,algal/Leaf_Algal_147.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000026,DLDD_TRAIN_000026.jpg,algal/DLDD_TRAIN_000026.jpg,Leaf_Algal_148.jpg,algal/Leaf_Algal_148.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000027,DLDD_TRAIN_000027.jpg,algal/DLDD_TRAIN_000027.jpg,Leaf_Algal_149.jpg,algal/Leaf_Algal_149.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000028,DLDD_TRAIN_000028.jpg,algal/DLDD_TRAIN_000028.jpg,Leaf_Algal_15.jpg,algal/Leaf_Algal_15.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000029,DLDD_TRAIN_000029.jpg,algal/DLDD_TRAIN_000029.jpg,Leaf_Algal_150.jpg,algal/Leaf_Algal_150.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000030,DLDD_TRAIN_000030.jpg,algal/DLDD_TRAIN_000030.jpg,Leaf_Algal_152.jpg,algal/Leaf_Algal_152.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000031,DLDD_TRAIN_000031.jpg,algal/DLDD_TRAIN_000031.jpg,Leaf_Algal_154.jpg,algal/Leaf_Algal_154.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000032,DLDD_TRAIN_000032.jpg,algal/DLDD_TRAIN_000032.jpg,Leaf_Algal_156.jpg,algal/Leaf_Algal_156.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000033,DLDD_TRAIN_000033.jpg,algal/DLDD_TRAIN_000033.jpg,Leaf_Algal_157.jpg,algal/Leaf_Algal_157.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000034,DLDD_TRAIN_000034.jpg,algal/DLDD_TRAIN_000034.jpg,Leaf_Algal_159.jpg,algal/Leaf_Algal_159.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000035,DLDD_TRAIN_000035.jpg,algal/DLDD_TRAIN_000035.jpg,Leaf_Algal_16.jpg,algal/Leaf_Algal_16.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000036,DLDD_TRAIN_000036.jpg,algal/DLDD_TRAIN_000036.jpg,Leaf_Algal_160.jpg,algal/Leaf_Algal_160.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000037,DLDD_TRAIN_000037.jpg,algal/DLDD_TRAIN_000037.jpg,Leaf_Algal_161.jpg,algal/Leaf_Algal_161.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000038,DLDD_TRAIN_000038.jpg,algal/DLDD_TRAIN_000038.jpg,Leaf_Algal_164.jpg,algal/Leaf_Algal_164.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000039,DLDD_TRAIN_000039.jpg,algal/DLDD_TRAIN_000039.jpg,Leaf_Algal_165.jpg,algal/Leaf_Algal_165.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000040,DLDD_TRAIN_000040.jpg,algal/DLDD_TRAIN_000040.jpg,Leaf_Algal_166.jpg,algal/Leaf_Algal_166.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000041,DLDD_TRAIN_000041.jpg,algal/DLDD_TRAIN_000041.jpg,Leaf_Algal_168.jpg,algal/Leaf_Algal_168.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000042,DLDD_TRAIN_000042.jpg,algal/DLDD_TRAIN_000042.jpg,Leaf_Algal_169.jpg,algal/Leaf_Algal_169.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000043,DLDD_TRAIN_000043.jpg,algal/DLDD_TRAIN_000043.jpg,Leaf_Algal_17.jpg,algal/Leaf_Algal_17.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000044,DLDD_TRAIN_000044.jpg,algal/DLDD_TRAIN_000044.jpg,Leaf_Algal_172.jpg,algal/Leaf_Algal_172.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000045,DLDD_TRAIN_000045.jpg,algal/DLDD_TRAIN_000045.jpg,Leaf_Algal_173.jpg,algal/Leaf_Algal_173.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000046,DLDD_TRAIN_000046.jpg,algal/DLDD_TRAIN_000046.jpg,Leaf_Algal_174.jpg,algal/Leaf_Algal_174.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000047,DLDD_TRAIN_000047.jpg,algal/DLDD_TRAIN_000047.jpg,Leaf_Algal_175.jpg,algal/Leaf_Algal_175.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000048,DLDD_TRAIN_000048.jpg,algal/DLDD_TRAIN_000048.jpg,Leaf_Algal_176.jpg,algal/Leaf_Algal_176.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000049,DLDD_TRAIN_000049.jpg,algal/DLDD_TRAIN_000049.jpg,Leaf_Algal_178.jpg,algal/Leaf_Algal_178.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000050,DLDD_TRAIN_000050.jpg,algal/DLDD_TRAIN_000050.jpg,Leaf_Algal_179.jpg,algal/Leaf_Algal_179.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000051,DLDD_TRAIN_000051.jpg,algal/DLDD_TRAIN_000051.jpg,Leaf_Algal_18.jpg,algal/Leaf_Algal_18.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000052,DLDD_TRAIN_000052.jpg,algal/DLDD_TRAIN_000052.jpg,Leaf_Algal_180.jpg,algal/Leaf_Algal_180.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000053,DLDD_TRAIN_000053.jpg,algal/DLDD_TRAIN_000053.jpg,Leaf_Algal_181.jpg,algal/Leaf_Algal_181.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000054,DLDD_TRAIN_000054.jpg,algal/DLDD_TRAIN_000054.jpg,Leaf_Algal_183.jpg,algal/Leaf_Algal_183.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000055,DLDD_TRAIN_000055.jpg,algal/DLDD_TRAIN_000055.jpg,Leaf_Algal_186.jpg,algal/Leaf_Algal_186.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000056,DLDD_TRAIN_000056.jpg,algal/DLDD_TRAIN_000056.jpg,Leaf_Algal_188.jpg,algal/Leaf_Algal_188.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000057,DLDD_TRAIN_000057.jpg,algal/DLDD_TRAIN_000057.jpg,Leaf_Algal_192.jpg,algal/Leaf_Algal_192.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000058,DLDD_TRAIN_000058.jpg,algal/DLDD_TRAIN_000058.jpg,Leaf_Algal_193.jpg,algal/Leaf_Algal_193.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000059,DLDD_TRAIN_000059.jpg,algal/DLDD_TRAIN_000059.jpg,Leaf_Algal_194.jpg,algal/Leaf_Algal_194.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000060,DLDD_TRAIN_000060.jpg,algal/DLDD_TRAIN_000060.jpg,Leaf_Algal_195.jpg,algal/Leaf_Algal_195.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000061,DLDD_TRAIN_000061.jpg,algal/DLDD_TRAIN_000061.jpg,Leaf_Algal_196.jpg,algal/Leaf_Algal_196.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000062,DLDD_TRAIN_000062.jpg,algal/DLDD_TRAIN_000062.jpg,Leaf_Algal_197.jpg,algal/Leaf_Algal_197.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000063,DLDD_TRAIN_000063.jpg,algal/DLDD_TRAIN_000063.jpg,Leaf_Algal_198.jpg,algal/Leaf_Algal_198.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000064,DLDD_TRAIN_000064.jpg,algal/DLDD_TRAIN_000064.jpg,Leaf_Algal_199.jpg,algal/Leaf_Algal_199.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000065,DLDD_TRAIN_000065.jpg,algal/DLDD_TRAIN_000065.jpg,Leaf_Algal_200.jpg,algal/Leaf_Algal_200.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000066,DLDD_TRAIN_000066.jpg,algal/DLDD_TRAIN_000066.jpg,Leaf_Algal_201.jpg,algal/Leaf_Algal_201.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000067,DLDD_TRAIN_000067.jpg,algal/DLDD_TRAIN_000067.jpg,Leaf_Algal_202.jpg,algal/Leaf_Algal_202.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000068,DLDD_TRAIN_000068.jpg,algal/DLDD_TRAIN_000068.jpg,Leaf_Algal_203.jpg,algal/Leaf_Algal_203.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000069,DLDD_TRAIN_000069.jpg,algal/DLDD_TRAIN_000069.jpg,Leaf_Algal_205.jpg,algal/Leaf_Algal_205.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000070,DLDD_TRAIN_000070.jpg,algal/DLDD_TRAIN_000070.jpg,Leaf_Algal_206.jpg,algal/Leaf_Algal_206.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000071,DLDD_TRAIN_000071.jpg,algal/DLDD_TRAIN_000071.jpg,Leaf_Algal_207.jpg,algal/Leaf_Algal_207.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000072,DLDD_TRAIN_000072.jpg,algal/DLDD_TRAIN_000072.jpg,Leaf_Algal_208.jpg,algal/Leaf_Algal_208.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000073,DLDD_TRAIN_000073.jpg,algal/DLDD_TRAIN_000073.jpg,Leaf_Algal_209.jpg,algal/Leaf_Algal_209.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000074,DLDD_TRAIN_000074.jpg,algal/DLDD_TRAIN_000074.jpg,Leaf_Algal_21.jpg,algal/Leaf_Algal_21.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000075,DLDD_TRAIN_000075.jpg,algal/DLDD_TRAIN_000075.jpg,Leaf_Algal_210.jpg,algal/Leaf_Algal_210.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000076,DLDD_TRAIN_000076.jpg,algal/DLDD_TRAIN_000076.jpg,Leaf_Algal_211.jpg,algal/Leaf_Algal_211.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000077,DLDD_TRAIN_000077.jpg,algal/DLDD_TRAIN_000077.jpg,Leaf_Algal_212.jpg,algal/Leaf_Algal_212.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000078,DLDD_TRAIN_000078.jpg,algal/DLDD_TRAIN_000078.jpg,Leaf_Algal_215.jpg,algal/Leaf_Algal_215.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000079,DLDD_TRAIN_000079.jpg,algal/DLDD_TRAIN_000079.jpg,Leaf_Algal_216.jpg,algal/Leaf_Algal_216.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000080,DLDD_TRAIN_000080.jpg,algal/DLDD_TRAIN_000080.jpg,Leaf_Algal_218.jpg,algal/Leaf_Algal_218.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000081,DLDD_TRAIN_000081.jpg,algal/DLDD_TRAIN_000081.jpg,Leaf_Algal_219.jpg,algal/Leaf_Algal_219.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000082,DLDD_TRAIN_000082.jpg,algal/DLDD_TRAIN_000082.jpg,Leaf_Algal_220.jpg,algal/Leaf_Algal_220.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000083,DLDD_TRAIN_000083.jpg,algal/DLDD_TRAIN_000083.jpg,Leaf_Algal_223.jpg,algal/Leaf_Algal_223.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000084,DLDD_TRAIN_000084.jpg,algal/DLDD_TRAIN_000084.jpg,Leaf_Algal_224.jpg,algal/Leaf_Algal_224.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000085,DLDD_TRAIN_000085.jpg,algal/DLDD_TRAIN_000085.jpg,Leaf_Algal_225.jpg,algal/Leaf_Algal_225.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000086,DLDD_TRAIN_000086.jpg,algal/DLDD_TRAIN_000086.jpg,Leaf_Algal_226.jpg,algal/Leaf_Algal_226.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000087,DLDD_TRAIN_000087.jpg,algal/DLDD_TRAIN_000087.jpg,Leaf_Algal_227.jpg,algal/Leaf_Algal_227.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000088,DLDD_TRAIN_000088.jpg,algal/DLDD_TRAIN_000088.jpg,Leaf_Algal_228.jpg,algal/Leaf_Algal_228.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000089,DLDD_TRAIN_000089.jpg,algal/DLDD_TRAIN_000089.jpg,Leaf_Algal_230.jpg,algal/Leaf_Algal_230.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000090,DLDD_TRAIN_000090.jpg,algal/DLDD_TRAIN_000090.jpg,Leaf_Algal_231.jpg,algal/Leaf_Algal_231.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000091,DLDD_TRAIN_000091.jpg,algal/DLDD_TRAIN_000091.jpg,Leaf_Algal_232.jpg,algal/Leaf_Algal_232.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000092,DLDD_TRAIN_000092.jpg,algal/DLDD_TRAIN_000092.jpg,Leaf_Algal_234.jpg,algal/Leaf_Algal_234.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000093,DLDD_TRAIN_000093.jpg,algal/DLDD_TRAIN_000093.jpg,Leaf_Algal_235.jpg,algal/Leaf_Algal_235.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000094,DLDD_TRAIN_000094.jpg,algal/DLDD_TRAIN_000094.jpg,Leaf_Algal_236.jpg,algal/Leaf_Algal_236.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000095,DLDD_TRAIN_000095.jpg,algal/DLDD_TRAIN_000095.jpg,Leaf_Algal_237.jpg,algal/Leaf_Algal_237.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000096,DLDD_TRAIN_000096.jpg,algal/DLDD_TRAIN_000096.jpg,Leaf_Algal_238.jpg,algal/Leaf_Algal_238.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000097,DLDD_TRAIN_000097.jpg,algal/DLDD_TRAIN_000097.jpg,Leaf_Algal_239.jpg,algal/Leaf_Algal_239.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000098,DLDD_TRAIN_000098.jpg,algal/DLDD_TRAIN_000098.jpg,Leaf_Algal_24.jpg,algal/Leaf_Algal_24.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000099,DLDD_TRAIN_000099.jpg,algal/DLDD_TRAIN_000099.jpg,Leaf_Algal_240.jpg,algal/Leaf_Algal_240.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000100,DLDD_TRAIN_000100.jpg,algal/DLDD_TRAIN_000100.jpg,Leaf_Algal_241.jpg,algal/Leaf_Algal_241.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000101,DLDD_TRAIN_000101.jpg,algal/DLDD_TRAIN_000101.jpg,Leaf_Algal_242.jpg,algal/Leaf_Algal_242.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000102,DLDD_TRAIN_000102.jpg,algal/DLDD_TRAIN_000102.jpg,Leaf_Algal_243.jpg,algal/Leaf_Algal_243.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000103,DLDD_TRAIN_000103.jpg,algal/DLDD_TRAIN_000103.jpg,Leaf_Algal_244.jpg,algal/Leaf_Algal_244.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000104,DLDD_TRAIN_000104.jpg,algal/DLDD_TRAIN_000104.jpg,Leaf_Algal_247.jpg,algal/Leaf_Algal_247.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000105,DLDD_TRAIN_000105.jpg,algal/DLDD_TRAIN_000105.jpg,Leaf_Algal_248.jpg,algal/Leaf_Algal_248.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000106,DLDD_TRAIN_000106.jpg,algal/DLDD_TRAIN_000106.jpg,Leaf_Algal_25.jpg,algal/Leaf_Algal_25.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000107,DLDD_TRAIN_000107.jpg,algal/DLDD_TRAIN_000107.jpg,Leaf_Algal_251.jpg,algal/Leaf_Algal_251.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000108,DLDD_TRAIN_000108.jpg,algal/DLDD_TRAIN_000108.jpg,Leaf_Algal_252.jpg,algal/Leaf_Algal_252.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000109,DLDD_TRAIN_000109.jpg,algal/DLDD_TRAIN_000109.jpg,Leaf_Algal_253.jpg,algal/Leaf_Algal_253.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000110,DLDD_TRAIN_000110.jpg,algal/DLDD_TRAIN_000110.jpg,Leaf_Algal_254.jpg,algal/Leaf_Algal_254.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000111,DLDD_TRAIN_000111.jpg,algal/DLDD_TRAIN_000111.jpg,Leaf_Algal_255.jpg,algal/Leaf_Algal_255.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000112,DLDD_TRAIN_000112.jpg,algal/DLDD_TRAIN_000112.jpg,Leaf_Algal_256.jpg,algal/Leaf_Algal_256.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000113,DLDD_TRAIN_000113.jpg,algal/DLDD_TRAIN_000113.jpg,Leaf_Algal_257.jpg,algal/Leaf_Algal_257.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000114,DLDD_TRAIN_000114.jpg,algal/DLDD_TRAIN_000114.jpg,Leaf_Algal_258.jpg,algal/Leaf_Algal_258.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000115,DLDD_TRAIN_000115.jpg,algal/DLDD_TRAIN_000115.jpg,Leaf_Algal_260.jpg,algal/Leaf_Algal_260.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000116,DLDD_TRAIN_000116.jpg,algal/DLDD_TRAIN_000116.jpg,Leaf_Algal_262.jpg,algal/Leaf_Algal_262.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000117,DLDD_TRAIN_000117.jpg,algal/DLDD_TRAIN_000117.jpg,Leaf_Algal_263.jpg,algal/Leaf_Algal_263.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000118,DLDD_TRAIN_000118.jpg,algal/DLDD_TRAIN_000118.jpg,Leaf_Algal_264.jpg,algal/Leaf_Algal_264.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000119,DLDD_TRAIN_000119.jpg,algal/DLDD_TRAIN_000119.jpg,Leaf_Algal_266.jpg,algal/Leaf_Algal_266.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000120,DLDD_TRAIN_000120.jpg,algal/DLDD_TRAIN_000120.jpg,Leaf_Algal_268.jpg,algal/Leaf_Algal_268.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000121,DLDD_TRAIN_000121.jpg,algal/DLDD_TRAIN_000121.jpg,Leaf_Algal_269.jpg,algal/Leaf_Algal_269.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000122,DLDD_TRAIN_000122.jpg,algal/DLDD_TRAIN_000122.jpg,Leaf_Algal_270.jpg,algal/Leaf_Algal_270.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000123,DLDD_TRAIN_000123.jpg,algal/DLDD_TRAIN_000123.jpg,Leaf_Algal_271.jpg,algal/Leaf_Algal_271.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000124,DLDD_TRAIN_000124.jpg,algal/DLDD_TRAIN_000124.jpg,Leaf_Algal_272.jpg,algal/Leaf_Algal_272.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000125,DLDD_TRAIN_000125.jpg,algal/DLDD_TRAIN_000125.jpg,Leaf_Algal_273.jpg,algal/Leaf_Algal_273.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000126,DLDD_TRAIN_000126.jpg,algal/DLDD_TRAIN_000126.jpg,Leaf_Algal_275.jpg,algal/Leaf_Algal_275.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000127,DLDD_TRAIN_000127.jpg,algal/DLDD_TRAIN_000127.jpg,Leaf_Algal_276.jpg,algal/Leaf_Algal_276.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000128,DLDD_TRAIN_000128.jpg,algal/DLDD_TRAIN_000128.jpg,Leaf_Algal_277.jpg,algal/Leaf_Algal_277.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000129,DLDD_TRAIN_000129.jpg,algal/DLDD_TRAIN_000129.jpg,Leaf_Algal_279.jpg,algal/Leaf_Algal_279.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000130,DLDD_TRAIN_000130.jpg,algal/DLDD_TRAIN_000130.jpg,Leaf_Algal_28.jpg,algal/Leaf_Algal_28.jpg,.jpg,train,1,algal,verified,3
DLDD_TRAIN_000131,DLDD_TRAIN_000131.jpg,algal/DLDD_TRAIN_000131.jpg,Leaf_Algal_280.jpg,algal/Leaf_Algal_280.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000132,DLDD_TRAIN_000132.jpg,algal/DLDD_TRAIN_000132.jpg,Leaf_Algal_282.jpg,algal/Leaf_Algal_282.jpg,.jpg,train,1,algal,verified,2
DLDD_TRAIN_000133,DLDD_TRAIN_000133.jpg,algal/DLDD_TRAIN_000133.jpg,Leaf_Algal_283.jpg,algal/Leaf_Algal_283.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000134,DLDD_TRAIN_000134.jpg,algal/DLDD_TRAIN_000134.jpg,Leaf_Algal_284.jpg,algal/Leaf_Algal_284.jpg,.jpg,train,1,algal,verified,1
DLDD_TRAIN_000135,DLDD_TRAIN_000135.jpg,algal/DLDD_TRAIN_000135.jpg,Leaf_Algal_285.jpg,algal/Leaf_Algal_285.jpg,.jpg,train,1,algal,verified,1
